city,companyField,companyName,companySize,detailLink,experience,full_or_parttime,month_salary,positionName,qualification
杭州,"移动互联网,硬件",北京伊电园网络科技有限公司,500-2000人,https://www.lagou.com/jobs/3759443.html,5-10年,全职,15k-25k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,金融",北京理房通支付科技有限公司,150-500人,https://www.lagou.com/jobs/4893568.html,3-5年,全职,14k-25k,数据分析,本科
,,,,,,,,,
北京,金融,普信恒业科技发展（北京）有限公司,2000人以上,https://www.lagou.com/jobs/4973641.html,1-3年,全职,6k-9k,数据分析,本科
,,,,,,,,,
上海,O2O,达疆网络科技（上海）有限公司,2000人以上,https://www.lagou.com/jobs/3290614.html,3-5年,全职,15k-25k,数据分析师（中高级）,本科
,,,,,,,,,
海口,"移动互联网,电子商务",上海网达软件股份有限公司,500-2000人,https://www.lagou.com/jobs/4598823.html,不限,全职,4k-7k,海南分省--数据分析,不限
,,,,,,,,,
北京,"移动互联网,O2O",北京维康恒美信息技术有限公司,150-500人,https://www.lagou.com/jobs/4852927.html,3-5年,全职,15k-25k,数据分析,本科
,,,,,,,,,
深圳,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/4890946.html,1-3年,全职,20k-40k,数据分析-创新工具,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京小度信息科技有限公司,2000人以上,https://www.lagou.com/jobs/4358906.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
南京,移动互联网,北京阿博茨科技有限公司,150-500人,https://www.lagou.com/jobs/4876862.html,3-5年,全职,6k-12k,数据分析,本科
,,,,,,,,,
成都,教育,成都娄外科技有限公司,50-150人,https://www.lagou.com/jobs/4216714.html,不限,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,北京达佳互联信息技术有限公司,500-2000人,https://www.lagou.com/jobs/5020589.html,3-5年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
北京,数据服务,普强信息技术（北京）有限公司,150-500人,https://www.lagou.com/jobs/4160614.html,应届毕业生,全职,6k-9k,数据分析,本科
,,,,,,,,,
上海,金融,上海前隆信息科技有限公司,500-2000人,https://www.lagou.com/jobs/3650471.html,1-3年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
杭州,移动互联网,连连银通电子支付有限公司,500-2000人,https://www.lagou.com/jobs/4974623.html,3-5年,全职,15k-25k,数据分析师 (MJ000108),大专
,,,,,,,,,
北京,"移动互联网,社交网络",北京友缘在线网络科技股份有限公司,150-500人,https://www.lagou.com/jobs/4687927.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
广州,生活服务,蓝月亮（中国）有限公司,2000人以上,https://www.lagou.com/jobs/4235789.html,1-3年,全职,6k-9k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",广东省电信规划设计院有限公司,2000人以上,https://www.lagou.com/jobs/4495794.html,1-3年,全职,8k-12k,数据分析岗,本科
,,,,,,,,,
上海,移动互联网,上海基分文化传播有限公司,500-2000人,https://www.lagou.com/jobs/4892050.html,5-10年,全职,25k-50k,资深数据分析-趣头条数据中心,本科
,,,,,,,,,
杭州,移动互联网,杭州铜板街互联网金融信息服务有限公司,150-500人,https://www.lagou.com/jobs/4754517.html,3-5年,全职,15k-25k,业务数据分析,本科
,,,,,,,,,
上海,"移动互联网,医疗健康",平安健康互联网股份有限公司上海分公司,2000人以上,https://www.lagou.com/jobs/2980662.html,3-5年,全职,15k-30k,数据分析岗,本科
,,,,,,,,,
北京,"移动互联网,教育",北京作业盒子科技有限公司,500-2000人,https://www.lagou.com/jobs/4677852.html,1-3年,全职,15k-30k,数据分析 (MJ000537),不限
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/4825558.html,3-5年,全职,20k-35k,高级CRM产品经理-数据分析方向,本科
,,,,,,,,,
北京,"移动互联网,硬件",特斯联（北京）科技有限公司,150-500人,https://www.lagou.com/jobs/4245103.html,1-3年,全职,12k-18k,数据分析师,本科
,,,,,,,,,
苏州,移动互联网,智慧芽信息科技（苏州）有限公司,150-500人,https://www.lagou.com/jobs/4948121.html,1-3年,全职,12k-18k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/4951742.html,3-5年,全职,15k-25k,数据分析,本科
,,,,,,,,,
上海,移动互联网,上海微问家信息技术有限公司,150-500人,https://www.lagou.com/jobs/4975212.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",上海金大师互联网金融信息服务有限公司,500-2000人,https://www.lagou.com/jobs/5082774.html,1-3年,全职,15k-20k,数据分析师,本科
,,,,,,,,,
杭州,移动互联网,浙江每日互动网络科技股份有限公司,150-500人,https://www.lagou.com/jobs/4017275.html,1-3年,全职,10k-15k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,教育",北京世纪好未来教育科技有限公司,2000人以上,https://www.lagou.com/jobs/5111686.html,1-3年,全职,15k-20k,业务数据分析,本科
,,,,,,,,,
上海,金融,银川仁辉信息科技有限公司,50-150人,https://www.lagou.com/jobs/4524170.html,3-5年,全职,12k-20k,数据分析师,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/5063041.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,掌阅科技股份有限公司,500-2000人,https://www.lagou.com/jobs/2900478.html,应届毕业生,实习,4k-5k,数据分析师,本科
,,,,,,,,,
杭州,"金融,电子商务",杭州玎刂悄芗际跤邢薰司,150-500人,https://www.lagou.com/jobs/5045618.html,3-5年,全职,8k-15k,数据分析师,本科
,,,,,,,,,
杭州,"移动互联网,金融",浙江霖梓控股有限公司,150-500人,https://www.lagou.com/jobs/4746664.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
武汉,移动互联网,北京趣拿软件科技有限公司,2000人以上,https://www.lagou.com/jobs/4822666.html,1-3年,全职,4k-6k,数据分析师,大专
,,,,,,,,,
北京,数据服务,神策网络科技（北京）有限公司,150-500人,https://www.lagou.com/jobs/4756488.html,3-5年,全职,15k-25k,数据分析师-北京,本科
,,,,,,,,,
南京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5123320.html,不限,实习,2k-3k,销售支持实习生-数据分析,本科
,,,,,,,,,
北京,移动互联网,掌阅科技股份有限公司,500-2000人,https://www.lagou.com/jobs/3761779.html,3-5年,全职,12k-20k,数据分析师,本科
,,,,,,,,,
杭州,移动互联网,浙江每日互动网络科技股份有限公司,150-500人,https://www.lagou.com/jobs/2754502.html,1-3年,全职,10k-16k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京互连众信科技有限公司,150-500人,https://www.lagou.com/jobs/4956934.html,1-3年,全职,8k-15k,数据分析师,本科
,,,,,,,,,
长沙,"O2O,生活服务",北京五八到家信息技术有限公司,50-150人,https://www.lagou.com/jobs/3972272.html,1-3年,全职,6k-8k,策略运营/数据分析,大专
,,,,,,,,,
上海,"移动互联网,文化娱乐",上海幻电信息科技有限公司,2000人以上,https://www.lagou.com/jobs/4799136.html,3-5年,全职,10k-20k,数据分析师,大专
,,,,,,,,,
上海,"移动互联网,社交网络",上海猫空信息技术有限公司,15-50人,https://www.lagou.com/jobs/883080.html,1-3年,全职,10k-20k,数据分析,本科
,,,,,,,,,
杭州,"移动互联网,金融",杭州信牛网络科技有限公司,150-500人,https://www.lagou.com/jobs/3742366.html,3-5年,全职,10k-20k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京小度信息科技有限公司,2000人以上,https://www.lagou.com/jobs/4165118.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,文化娱乐",北京车之家信息技术有限公司,2000人以上,https://www.lagou.com/jobs/4632100.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,上海基分文化传播有限公司,500-2000人,https://www.lagou.com/jobs/4904208.html,1-3年,全职,20k-40k,高级数据分析,大专
,,,,,,,,,
武汉,"数据服务,企业服务",武汉麦达电子有限公司,50-150人,https://www.lagou.com/jobs/4576717.html,3-5年,全职,4k-8k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",杭州财米科技有限公司,500-2000人,https://www.lagou.com/jobs/3792595.html,3-5年,全职,20k-35k,高级数据分析师-上海-01114,本科
,,,,,,,,,
苏州,移动互联网,苏州瑞翼信息技术有限公司,150-500人,https://www.lagou.com/jobs/4866895.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
杭州,"移动互联网,数据服务",杭州钱塘大数据交易中心有限公司,50-150人,https://www.lagou.com/jobs/5126567.html,3-5年,全职,10k-20k,数据分析师,大专
,,,,,,,,,
深圳,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5119814.html,3-5年,全职,15k-30k,数据分析师-faceu,本科
,,,,,,,,,
上海,"移动互联网,金融",杭州财米科技有限公司,500-2000人,https://www.lagou.com/jobs/3893904.html,3-5年,全职,15k-25k,高级数据分析师-上海-00064,本科
,,,,,,,,,
上海,"数据服务,广告营销",上海画龙信息科技有限公司,50-150人,https://www.lagou.com/jobs/5020913.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,教育",北京清帆科技有限公司,15-50人,https://www.lagou.com/jobs/4734246.html,1-3年,全职,10k-20k,数据分析师,硕士
,,,,,,,,,
上海,"移动互联网,文化娱乐",上海幻电信息科技有限公司,2000人以上,https://www.lagou.com/jobs/3809441.html,1-3年,全职,15k-25k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,医疗健康",北京欧应信息技术有限公司,150-500人,https://www.lagou.com/jobs/4435813.html,3-5年,全职,15k-20k,数据分析师-运营分析方向,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/4998655.html,3-5年,全职,25k-40k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,文化娱乐",快看世界（北京）科技有限公司,150-500人,https://www.lagou.com/jobs/4288262.html,1-3年,全职,15k-30k,数据分析,本科
,,,,,,,,,
苏州,移动互联网,上海众言网络科技有限公司,150-500人,https://www.lagou.com/jobs/4409033.html,1-3年,全职,4k-6k,数据分析员,本科
,,,,,,,,,
上海,"移动互联网,金融",悠融资产管理（上海）有限公司,500-2000人,https://www.lagou.com/jobs/5067332.html,1-3年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",北京盈泰财富云电子商务有限公司,500-2000人,https://www.lagou.com/jobs/4338035.html,不限,全职,5k-7k,数据分析,大专
,,,,,,,,,
杭州,"信息安全,数据服务",北京网思科平科技有限公司,50-150人,https://www.lagou.com/jobs/4890544.html,1-3年,全职,14k-20k,数据分析师,不限
,,,,,,,,,
广州,游戏,广州博冠信息科技有限公司,2000人以上,https://www.lagou.com/jobs/5052433.html,不限,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,游戏",奇虎360科技有限公司,2000人以上,https://www.lagou.com/jobs/4102716.html,3-5年,全职,20k-30k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,北京高因科技有限公司,500-2000人,https://www.lagou.com/jobs/5101220.html,不限,全职,7k-10k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5099066.html,1-3年,全职,10k-20k,数据分析师-国际化,本科
,,,,,,,,,
上海,"移动互联网,金融",杭州财米科技有限公司,500-2000人,https://www.lagou.com/jobs/591162.html,1-3年,全职,12k-24k,高级数据分析师,本科
,,,,,,,,,
苏州,移动互联网,上海众言网络科技有限公司,150-500人,https://www.lagou.com/jobs/4778984.html,1-3年,全职,4k-8k,数据分析师,本科
,,,,,,,,,
深圳,移动互联网,深圳云天励飞技术有限公司,500-2000人,https://www.lagou.com/jobs/3842793.html,3-5年,全职,15k-30k,大数据数据开发工程师/大数据数据分析师,本科
,,,,,,,,,
北京,广告营销,北京微播易科技股份有限公司,150-500人,https://www.lagou.com/jobs/4545004.html,3-5年,全职,10k-20k,数据分析,大专
,,,,,,,,,
北京,移动互联网,北京嘀嘀无限科技发展有限公司,2000人以上,https://www.lagou.com/jobs/3868956.html,3-5年,全职,20k-40k,数据分析师(J171124002),本科
,,,,,,,,,
郑州,移动互联网,中移在线服务有限公司,2000人以上,https://www.lagou.com/jobs/3724429.html,3-5年,全职,15k-20k,数据分析,本科
,,,,,,,,,
上海,金融,鼎必程（上海）信息技术有限公司,50-150人,https://www.lagou.com/jobs/3358144.html,1-3年,全职,10k-20k,数据分析,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/5077958.html,3-5年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
广州,"移动互联网,企业服务",广东智源信息技术有限公司,50-150人,https://www.lagou.com/jobs/3010209.html,1-3年,全职,5k-8k,数据分析师,本科
,,,,,,,,,
杭州,移动互联网,绿漫科技有限公司,50-150人,https://www.lagou.com/jobs/4414826.html,3-5年,全职,14k-24k,数据分析师,本科
,,,,,,,,,
北京,O2O,车好多旧机动车经纪(北京)有限公司,2000人以上,https://www.lagou.com/jobs/3685973.html,3-5年,全职,15k-30k,数据分析师-数据平台,本科
,,,,,,,,,
深圳,移动互联网,深圳市大辰科技有限公司,50-150人,https://www.lagou.com/jobs/5109473.html,3-5年,全职,12k-24k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/3844153.html,不限,全职,20k-40k,数据分析师,不限
,,,,,,,,,
北京,"移动互联网,教育",北京世纪好未来教育科技有限公司,2000人以上,https://www.lagou.com/jobs/4368900.html,5-10年,全职,20k-40k,大数据部-高级数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/4553485.html,不限,实习,3k-4k,数据分析实习生,本科
,,,,,,,,,
上海,移动互联网,浙江每日互动网络科技股份有限公司,150-500人,https://www.lagou.com/jobs/2510659.html,3-5年,全职,20k-25k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京东方车云信息技术有限公司,500-2000人,https://www.lagou.com/jobs/5128190.html,3-5年,全职,20k-30k,数据分析经理,本科
,,,,,,,,,
南京,移动互联网,广东亿迅科技有限公司,2000人以上,https://www.lagou.com/jobs/4949374.html,1-3年,全职,6k-10k,数据分析工程师,本科
,,,,,,,,,
北京,"移动互联网,文化娱乐",北京车之家信息技术有限公司,2000人以上,https://www.lagou.com/jobs/4343462.html,3-5年,全职,20k-35k,数据分析师,本科
,,,,,,,,,
上海,移动互联网,彪洋科技（北京）有限公司,150-500人,https://www.lagou.com/jobs/4646123.html,1-3年,全职,8k-15k,数据分析师-SH,本科
,,,,,,,,,
深圳,移动互联网、O2O,深圳链家房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/5059457.html,不限,全职,6k-8k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,O2O",北京满运物流信息有限公司,500-2000人,https://www.lagou.com/jobs/4799967.html,1-3年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",上海新旦营销管理股份有限公司,50-150人,https://www.lagou.com/jobs/2771989.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
北京,"医疗健康,数据服务",生命奇点（北京）科技有限公司,50-150人,https://www.lagou.com/jobs/4115629.html,不限,全职,16k-32k,数据分析师/数据挖掘工程师,本科
,,,,,,,,,
北京,"移动互联网,金融",北京轻松筹网络科技有限公司,500-2000人,https://www.lagou.com/jobs/4280690.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,教育,北京嗨学卓奥教育科技有限公司,500-2000人,https://www.lagou.com/jobs/5058274.html,1-3年,全职,8k-12k,数据分析师,本科
,,,,,,,,,
广州,"移动互联网,企业服务",广东智源信息技术有限公司,50-150人,https://www.lagou.com/jobs/3010230.html,1-3年,全职,8k-15k,数据分析师,硕士
,,,,,,,,,
南京,"O2O,移动互联网",南京苏宁软件技术有限公司,2000人以上,https://www.lagou.com/jobs/4838723.html,3-5年,全职,10K-20K,数据分析师,本科
,,,,,,,,,
宁波,"电子商务,移动互联网",宁波萌牙电子商务有限公司,15-50人,https://www.lagou.com/jobs/4168213.html,不限,全职,9k-12k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/4948922.html,不限,实习,2k-4k,数据分析实习生,本科
,,,,,,,,,
广州,移动互联网,广州华多网络科技有限公司,2000人以上,https://www.lagou.com/jobs/5097843.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
杭州,"电子商务,移动互联网",杭州嘉云数据科技有限公司,150-500人,https://www.lagou.com/jobs/5028573.html,应届毕业生,全职,8k-15k,数据分析师,硕士
,,,,,,,,,
郑州,"移动互联网,O2O",郑州时空隧道信息技术有限公司,150-500人,https://www.lagou.com/jobs/4265646.html,3-5年,全职,8k-15k,数据分析师,大专
,,,,,,,,,
北京,教育,北京中公教育科技股份有限公司,2000人以上,https://www.lagou.com/jobs/4835356.html,1年以下,全职,5k-9k,数据分析,本科
,,,,,,,,,
泉州,"移动互联网,数据服务",福建省中天地征信有限公司,50-150人,https://www.lagou.com/jobs/4569927.html,3-5年,全职,8K-15K,数据分析,本科
,,,,,,,,,
北京,"数据服务,移动互联网",北京热云科技有限公司,50-150人,https://www.lagou.com/jobs/4350588.html,1-3年,全职,15k-30k,数据分析师（急招）,本科
,,,,,,,,,
北京,企业服务、生活服务,北京链家房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/5016211.html,1-3年,全职,10k-15k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",欧科互动网络科技（北京）有限公司,500-2000人,https://www.lagou.com/jobs/4614934.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,金融,普信恒业科技发展（北京）有限公司,2000人以上,https://www.lagou.com/jobs/4941386.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
上海,移动互联网,上海喔噻互联网科技有限公司,500-2000人,https://www.lagou.com/jobs/4318071.html,1-3年,全职,8k-12k,数据分析,本科
,,,,,,,,,
北京,游戏,时空幻境（北京）科技有限公司,150-500人,https://www.lagou.com/jobs/5081948.html,1-3年,全职,8k-15k,数据分析,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/5030536.html,3-5年,全职,15k-20k,数据分析岗,本科
,,,,,,,,,
北京,"移动互联网,游戏",北京创智优品科技有限公司,150-500人,https://www.lagou.com/jobs/4038296.html,3-5年,全职,15k-30k,数据分析,本科
,,,,,,,,,
珠海,游戏,珠海达人网络科技有限公司,50-150人,https://www.lagou.com/jobs/4949685.html,3-5年,全职,15k-28k,数据分析师,不限
,,,,,,,,,
南京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/4317690.html,3-5年,全职,8k-12k,数据分析员主管,本科
,,,,,,,,,
北京,"移动互联网,金融",欧科互动网络科技（北京）有限公司,500-2000人,https://www.lagou.com/jobs/5102463.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,教育",威比网络科技（上海）有限公司,2000人以上,https://www.lagou.com/jobs/4916008.html,1-3年,全职,6k-10k,数据分析师,大专
,,,,,,,,,
北京,移动互联网,北京爱声声科技有限公司,50-150人,https://www.lagou.com/jobs/4056939.html,3-5年,全职,15k-20k,数据分析师,硕士
,,,,,,,,,
上海,"移动互联网,金融",上海海万信息科技股份有限公司,500-2000人,https://www.lagou.com/jobs/4675949.html,3-5年,全职,13k-14k,数据分析师,本科
,,,,,,,,,
杭州,"移动互联网,金融",浙江霖梓控股有限公司,150-500人,https://www.lagou.com/jobs/4860377.html,3-5年,全职,8k-15k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,广东一一五科技股份有限公司,150-500人,https://www.lagou.com/jobs/5055878.html,1-3年,全职,5k-10k,数据分析,本科
,,,,,,,,,
北京,企业服务、生活服务,北京链家房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/5016054.html,1-3年,全职,8k-15k,数据分析师,本科
,,,,,,,,,
上海,金融,普华永道中天会计师事务所（特殊普通合伙）北京分所,2000人以上,https://www.lagou.com/jobs/5040087.html,1-3年,全职,14k-18k,数据分析师,本科
,,,,,,,,,
杭州,移动互联网,浙江网竞网络科技有限公司,150-500人,https://www.lagou.com/jobs/4948249.html,1年以下,全职,8k-10k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",广东省电信规划设计院有限公司,2000人以上,https://www.lagou.com/jobs/4457724.html,1-3年,全职,6k-12k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,金融",北京火币天下网络技术有限公司,150-500人,https://www.lagou.com/jobs/5078730.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
深圳,移动互联网,OPPO广东移动通信有限公司,2000人以上,https://www.lagou.com/jobs/3868319.html,3-5年,全职,20k-40k,高级数据分析师,本科
,,,,,,,,,
杭州,"移动互联网,O2O",杭州大搜车汽车服务有限公司,2000人以上,https://www.lagou.com/jobs/4792322.html,3-5年,全职,15k-20k,高级数据分析师 08-02-28,本科
,,,,,,,,,
北京,"移动互联网,O2O",途家网网络技术（北京）有限公司,500-2000人,https://www.lagou.com/jobs/4137453.html,3-5年,全职,15k-25k,数据分析,本科
,,,,,,,,,
南京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/4317690.html,3-5年,全职,8k-12k,数据分析员主管,本科
,,,,,,,,,
泉州,生活服务,厦门贝壳闹海房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/5133933.html,1-3年,全职,5k-7k,数据分析,大专
,,,,,,,,,
北京,移动互联网,北京趣拿软件科技有限公司,2000人以上,https://www.lagou.com/jobs/4823990.html,3-5年,全职,15k-25k,数据分析师/高级数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",晋松（上海）网络信息技术有限公司,50-150人,https://www.lagou.com/jobs/4886603.html,3-5年,全职,15k-23k,数据分析师,本科
,,,,,,,,,
上海,金融,上海点融信息科技有限责任公司,150-500人,https://www.lagou.com/jobs/3461300.html,1年以下,全职,15k-30k,数据分析师-SH2927,本科
,,,,,,,,,
北京,金融,国美金控投资有限公司,2000人以上,https://www.lagou.com/jobs/4903895.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
北京,金融,北京弘合柏基金融信息服务有限责任公司,2000人以上,https://www.lagou.com/jobs/4333103.html,3-5年,全职,18k-35k,大数据研发工程师-大数据分析师,本科
,,,,,,,,,
武汉,"移动互联网,数据服务",武汉哥本巷科技有限公司,15-50人,https://www.lagou.com/jobs/4984558.html,3-5年,全职,12k-20k,数据分析师,硕士
,,,,,,,,,
北京,"移动互联网,游戏",完美世界（北京）软件科技发展有限公司,2000人以上,https://www.lagou.com/jobs/4135130.html,不限,全职,6k-8k,数据分析(3513),不限
,,,,,,,,,
上海,"O2O ,生活服务",上海齐家网信息科技股份有限公司,2000人以上,https://www.lagou.com/jobs/1400255.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,企业服务",维我软件（上海）有限公司北京分公司,500-2000人,https://www.lagou.com/jobs/5064266.html,不限,实习,5k-7k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京斗米优聘科技发展有限公司,500-2000人,https://www.lagou.com/jobs/4613724.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
上海,金融,即科金融信息服务（上海）有限公司,150-500人,https://www.lagou.com/jobs/3968931.html,1-3年,全职,10k-15k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京搜狗科技发展有限公司,2000人以上,https://www.lagou.com/jobs/4519084.html,3-5年,全职,15k-25k,商业营销-数据分析-北京-03923,本科
,,,,,,,,,
上海,"数据服务,广告营销",上海画龙信息科技有限公司,50-150人,https://www.lagou.com/jobs/4113089.html,1-3年,全职,8k-16k,数据分析师,硕士
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5121320.html,不限,全职,20k-40k,资深数据分析专家,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京搜狗科技发展有限公司,2000人以上,https://www.lagou.com/jobs/4996337.html,3-5年,全职,15k-30k,品牌客户销售部-数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京东方车云信息技术有限公司,500-2000人,https://www.lagou.com/jobs/5127929.html,3-5年,全职,12k-20k,数据分析师-TY,本科
,,,,,,,,,
深圳,金融,云智惠（北京）投资管理有限公司,500-2000人,https://www.lagou.com/jobs/5027288.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
