city,companyField,companyName,companySize,detailLink,experience,full_or_parttime,month_salary,positionName,qualification
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/4003538.html,不限,全职,20k-40k,数据分析-创新方向,不限
,,,,,,,,,
北京,数据服务,精硕科技（北京）股份有限公司,500-2000人,https://www.lagou.com/jobs/4974386.html,不限,全职,6k-8k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,中移在线服务有限公司,2000人以上,https://www.lagou.com/jobs/3791172.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",北京盈泰财富云电子商务有限公司,500-2000人,https://www.lagou.com/jobs/4338073.html,不限,全职,5k-7k,数据分析,大专
,,,,,,,,,
杭州,数据服务,杭州橙鹰数据技术有限公司,150-500人,https://www.lagou.com/jobs/5076957.html,3-5年,全职,20k-40k,数据分析专家,不限
,,,,,,,,,
深圳,数据服务,神策网络科技（北京）有限公司,150-500人,https://www.lagou.com/jobs/4757404.html,3-5年,全职,15k-25k,数据分析师-深圳,本科
,,,,,,,,,
北京,O2O,车好多旧机动车经纪(北京)有限公司,2000人以上,https://www.lagou.com/jobs/5068318.html,5-10年,全职,25k-40k,数据分析专家,本科
,,,,,,,,,
北京,"移动互联网,硬件",北京比特大陆科技有限公司,150-500人,https://www.lagou.com/jobs/4789265.html,3-5年,全职,15k-20k,数据分析主管,本科
,,,,,,,,,
上海,移动互联网,浙江每日互动网络科技股份有限公司,150-500人,https://www.lagou.com/jobs/2551555.html,1-3年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
上海,"电子商务,移动互联网",上海寻梦信息技术有限公司,2000人以上,https://www.lagou.com/jobs/4141349.html,5-10年,全职,20k-35k,数据分析,本科
,,,,,,,,,
广州,移动互联网,广州华多网络科技有限公司,2000人以上,https://www.lagou.com/jobs/5099802.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
天津,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5120930.html,1-3年,全职,4k-6k,数据分析专员,本科
,,,,,,,,,
北京,"移动互联网,O2O",途家网网络技术（北京）有限公司,500-2000人,https://www.lagou.com/jobs/4137453.html,3-5年,全职,15k-25k,数据分析,本科
,,,,,,,,,
北京,金融,随行付支付有限公司,500-2000人,https://www.lagou.com/jobs/4042512.html,3-5年,全职,20k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网 ,企业服务",瞬联软件科技（北京）有限公司,500-2000人,https://www.lagou.com/jobs/5066978.html,不限,全职,10k-19k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",北京闪银奇异科技有限公司,500-2000人,https://www.lagou.com/jobs/4727619.html,1-3年,全职,15k-20k,数据分析,本科
,,,,,,,,,
上海,社交网络,深圳市泉眼网络科技有限公司,500-2000人,https://www.lagou.com/jobs/5138319.html,3-5年,全职,15k-25k,数据分析经理,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京怡合春天科技有限公司,50-150人,https://www.lagou.com/jobs/4729836.html,3-5年,全职,15k-20k,数据分析师 (To G),本科
,,,,,,,,,
深圳,移动互联网、O2O,深圳链家房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/4827585.html,1-3年,全职,5k-8k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,教育",上海谦问万答吧云计算科技有限公司,2000人以上,https://www.lagou.com/jobs/5073893.html,5-10年,全职,30k-55k,高阶数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",北京瓴岳信息技术有限公司,150-500人,https://www.lagou.com/jobs/4999438.html,1-3年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
长沙,"O2O,生活服务",北京五八到家信息技术有限公司,50-150人,https://www.lagou.com/jobs/4015171.html,3-5年,全职,6k-10k,市场调研/策略运营/数据分析,大专
,,,,,,,,,
深圳,"电子商务,金融",深圳市紫川软件有限公司,500-2000人,https://www.lagou.com/jobs/4059267.html,3-5年,全职,9k-14k,数据分析师,本科
,,,,,,,,,
上海,移动互联网,上海基分文化传播有限公司,500-2000人,https://www.lagou.com/jobs/4892117.html,3-5年,全职,20k-40k,高级数据分析,本科
,,,,,,,,,
深圳,"移动互联网,金融",深圳市随手科技有限公司,500-2000人,https://www.lagou.com/jobs/4826663.html,5-10年,全职,20k-30k,高级数据分析师,本科
,,,,,,,,,
杭州,"移动互联网,企业服务",上海天壤智能科技有限公司,50-150人,https://www.lagou.com/jobs/4873859.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5120207.html,不限,全职,15k-30k,资深数据分析师,本科
,,,,,,,,,
北京,移动互联网,上海基分文化传播有限公司,500-2000人,https://www.lagou.com/jobs/4316684.html,3-5年,全职,20k-40k,高级数据分析师,不限
,,,,,,,,,
北京,"移动互联网,O2O",途家网网络技术（北京）有限公司,500-2000人,https://www.lagou.com/jobs/4940487.html,3-5年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
北京,电子商务,北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/5083773.html,3-5年,全职,13k-25k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,教育",北京作业盒子科技有限公司,500-2000人,https://www.lagou.com/jobs/4004100.html,5-10年,全职,25k-50k,数据分析经理,本科
,,,,,,,,,
深圳,金融,深圳市佰仟金融服务有限公司,2000人以上,https://www.lagou.com/jobs/4822271.html,3-5年,全职,12k-18k,数据分析师,本科
,,,,,,,,,
深圳,"移动互联网,教育",风变科技（深圳）有限公司,50-150人,https://www.lagou.com/jobs/4842115.html,1-3年,全职,10k-15k,数据分析师,硕士
,,,,,,,,,
北京,"移动互联网,社交网络",南京蓝鲸人网络科技有限公司,50-150人,https://www.lagou.com/jobs/3507411.html,5-10年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京小度信息科技有限公司,2000人以上,https://www.lagou.com/jobs/3737707.html,3-5年,全职,10k-20k,数据分析,本科
,,,,,,,,,
广州,移动互联网,广州华多网络科技有限公司,2000人以上,https://www.lagou.com/jobs/4734598.html,3-5年,全职,15k-25k,数据分析师 (MJ001014),本科
,,,,,,,,,
南京,移动互联网,孩子王儿童用品股份有限公司,2000人以上,https://www.lagou.com/jobs/4359325.html,3-5年,全职,12k-24k,数据分析经理,大专
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/3798368.html,1-3年,全职,7k-10k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/3450318.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
漳州,生活服务,厦门贝壳闹海房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/5132821.html,1-3年,全职,5k-7k,数据分析,本科
,,,,,,,,,
北京,移动互联网、金融,会找房（北京）网络技术有限公司,150-500人,https://www.lagou.com/jobs/4936805.html,3-5年,全职,20k-30k,数据分析(J10070),本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/3516055.html,1-3年,全职,20k-40k,商业化数据分析师,本科
,,,,,,,,,
北京,"移动互联网,教育",北京作业盒子科技有限公司,500-2000人,https://www.lagou.com/jobs/4719079.html,3-5年,全职,20k-40k,数据分析经理 (MJ000843),本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/5129886.html,不限,全职,25k-50k,数据分析师,本科
,,,,,,,,,
深圳,其他,跨越速运集团有限公司,2000人以上,https://www.lagou.com/jobs/4770649.html,1-3年,全职,10k-15k,数据分析师(南山J10183),本科
,,,,,,,,,
北京,移动互联网,北京和讯在线信息咨询服务有限公司,150-500人,https://www.lagou.com/jobs/4678418.html,5-10年,全职,30k-40k,数据分析总监(000946),不限
,,,,,,,,,
北京,金融,北京百乘金科科技有限公司,2000人以上,https://www.lagou.com/jobs/4810047.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
深圳,移动互联网、O2O,深圳链家房地产经纪有限公司,2000人以上,https://www.lagou.com/jobs/5037124.html,1年以下,全职,6k-8k,数据分析师,本科
,,,,,,,,,
深圳,金融,深圳市中安信业创业投资有限公司,2000人以上,https://www.lagou.com/jobs/4429487.html,3-5年,全职,10k-20k,数据分析师（大数据部）,本科
,,,,,,,,,
深圳,"移动互联网,企业服务",深圳市加推科技有限公司,150-500人,https://www.lagou.com/jobs/4855596.html,3-5年,全职,10k-18k,数据分析,本科
,,,,,,,,,
杭州,"移动互联网,O2O",杭州大搜车汽车服务有限公司,2000人以上,https://www.lagou.com/jobs/2083560.html,3-5年,全职,12k-20k,高级数据分析师,本科
,,,,,,,,,
苏州,"移动互联网,文化娱乐",江苏海豚网络科技有限公司,15-50人,https://www.lagou.com/jobs/4816185.html,1-3年,全职,6k-12k,数据分析,大专
,,,,,,,,,
北京,"移动互联网,文化娱乐",北京万维之道信息技术有限公司,150-500人,https://www.lagou.com/jobs/4858411.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,文化娱乐",北京车之家信息技术有限公司,2000人以上,https://www.lagou.com/jobs/4647473.html,1-3年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
北京,移动互联网,北京高域海汇科技有限公司,50-150人,https://www.lagou.com/jobs/4883641.html,1-3年,全职,9k-18k,数据分析师,硕士
,,,,,,,,,
上海,"移动互联网,企业服务",上海天壤智能科技有限公司,50-150人,https://www.lagou.com/jobs/5036837.html,3-5年,全职,25k-50k,数据分析师,本科
,,,,,,,,,
深圳,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5019110.html,不限,实习,5k-10k,数据分析实习生-创新工具,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/4775069.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,O2O,车好多旧机动车经纪(北京)有限公司,2000人以上,https://www.lagou.com/jobs/4935809.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",银客未来科技（北京）有限公司,500-2000人,https://www.lagou.com/jobs/4418312.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
上海,"数据服务,金融",上海华钦信息科技股份有限公司,500-2000人,https://www.lagou.com/jobs/5010976.html,1-3年,全职,12k-16k,数据分析,硕士
,,,,,,,,,
杭州,"移动互联网,金融",浙江霖梓控股有限公司,150-500人,https://www.lagou.com/jobs/4877560.html,1-3年,全职,9k-18k,数据分析,本科
,,,,,,,,,
广州,电子商务,广州棒谷科技股份有限公司,2000人以上,https://www.lagou.com/jobs/4961657.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
深圳,"移动互联网,企业服务",武汉然诺管理咨询有限公司,15-50人,https://www.lagou.com/jobs/4726515.html,5-10年,全职,12k-23k,数据分析师,大专
,,,,,,,,,
上海,移动互联网,中移在线服务有限公司,2000人以上,https://www.lagou.com/jobs/4030597.html,3-5年,全职,20k-40k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,文化娱乐",人民网股份有限公司,2000人以上,https://www.lagou.com/jobs/4354394.html,1-3年,全职,8k-16k,地方部 数据分析师,本科
,,,,,,,,,
北京,"文化娱乐,硬件",北京四达时代软件技术股份有限公司,2000人以上,https://www.lagou.com/jobs/3246596.html,3-5年,全职,18k-25k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京百年爱贝科技有限公司,150-500人,https://www.lagou.com/jobs/5035977.html,5-10年,全职,25k-50k,数据分析,本科
,,,,,,,,,
上海,"移动互联网,金融",上海数禾信息科技有限公司,150-500人,https://www.lagou.com/jobs/4021708.html,1-3年,全职,8k-12k,数据分析师,硕士
,,,,,,,,,
北京,"移动互联网,O2O",北京完美创意科技有限公司,150-500人,https://www.lagou.com/jobs/3247675.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",上海盛付通电子支付服务有限公司,150-500人,https://www.lagou.com/jobs/5105155.html,1-3年,全职,7k-14k,数据分析岗-风控方向,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5119039.html,不限,实习,3k-6k,数据仓库与数据分析实习生,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/5091679.html,5-10年,全职,20k-40k,数据分析岗,本科
,,,,,,,,,
深圳,移动互联网,武汉佰钧成技术有限责任公司,2000人以上,https://www.lagou.com/jobs/4867768.html,3-5年,全职,15k-25k,数据挖掘/数据分析,本科
,,,,,,,,,
北京,"企业服务,数据服务",杭州云脑科技有限公司,15-50人,https://www.lagou.com/jobs/3898857.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,O2O",爱海企业管理咨询（上海）有限公司,500-2000人,https://www.lagou.com/jobs/5129616.html,1-3年,全职,8k-15k,数据分析工程师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京互连众信科技有限公司,150-500人,https://www.lagou.com/jobs/5137257.html,1年以下,全职,6k-12k,数据分析专员,本科
,,,,,,,,,
北京,"O2O,移动互联网",南京苏宁软件技术有限公司,2000人以上,https://www.lagou.com/jobs/4928201.html,3-5年,全职,14k-28k,标签数据分析师,本科
,,,,,,,,,
成都,"移动互联网,游戏",昊盈信息技术（成都）有限公司,150-500人,https://www.lagou.com/jobs/4896477.html,1-3年,全职,8k-15k,数据分析师-成都-00007,本科
,,,,,,,,,
北京,移动互联网,永杨安风（北京）科技有限公司,50-150人,https://www.lagou.com/jobs/5113044.html,1-3年,全职,3k-4k,数据分析,本科
,,,,,,,,,
石家庄,"移动互联网,企业服务",北京美印创新科技有限公司,15-50人,https://www.lagou.com/jobs/4689389.html,1-3年,全职,5k-10k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",上海海万信息科技股份有限公司,500-2000人,https://www.lagou.com/jobs/3345573.html,1-3年,全职,10k-12k,数据分析,大专
,,,,,,,,,
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/4867010.html,3-5年,全职,20k-35k,数据分析师,本科
,,,,,,,,,
北京,"数据服务,企业服务",北京超盟数据科技有限公司,50-150人,https://www.lagou.com/jobs/5070488.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",途家网网络技术（北京）有限公司,500-2000人,https://www.lagou.com/jobs/4137519.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
北京,金融,北京百乘金科科技有限公司,2000人以上,https://www.lagou.com/jobs/4380395.html,3-5年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5132779.html,1-3年,全职,15k-30k,数据分析师（高级/资深）,本科
,,,,,,,,,
深圳,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/4631633.html,3-5年,全职,14k-24k,数据分析岗,本科
,,,,,,,,,
广州,"移动互联网,企业服务",神州数码信息服务股份有限公司,2000人以上,https://www.lagou.com/jobs/4775015.html,1-3年,全职,8k-15k,数据分析,本科
,,,,,,,,,
北京,"移动互联网,金融",北京轻松筹网络科技有限公司,500-2000人,https://www.lagou.com/jobs/3952154.html,3-5年,全职,15k-30k,数据分析工程师,本科
,,,,,,,,,
北京,"移动互联网,文化娱乐",炫一下（北京）科技有限公司,500-2000人,https://www.lagou.com/jobs/4015286.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,教育",上海轻轻信息科技有限公司,2000人以上,https://www.lagou.com/jobs/4086853.html,1-3年,全职,10k-15k,数据分析师,本科
,,,,,,,,,
上海,数据服务,上海爱可生信息技术股份有限公司,150-500人,https://www.lagou.com/jobs/3470095.html,3-5年,全职,15k-30k,大数据分析师,本科
,,,,,,,,,
深圳,电子商务,深圳库尚信息技术有限公司,2000人以上,https://www.lagou.com/jobs/5134172.html,3-5年,全职,13k-20k,资深数据分析师,本科
,,,,,,,,,
上海,电子商务,珐菲琦(上海)电子商务有限公司,15-50人,https://www.lagou.com/jobs/4957881.html,3-5年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
上海,"数据服务,移动互联网",算话征信有限公司,50-150人,https://www.lagou.com/jobs/4957675.html,1-3年,全职,12k-16k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/4981558.html,3-5年,全职,25k-45k,数据分析师,本科
,,,,,,,,,
深圳,金融,深圳市中安信业创业投资有限公司,2000人以上,https://www.lagou.com/jobs/3714138.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",银客未来科技（北京）有限公司,500-2000人,https://www.lagou.com/jobs/3911487.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
广州,"移动互联网,电子商务",广东灵机文化传播有限公司,150-500人,https://www.lagou.com/jobs/5096379.html,应届毕业生,实习,3k-5k,数据分析实习生,本科
,,,,,,,,,
杭州,电子商务,中通云仓科技有限公司,50-150人,https://www.lagou.com/jobs/5045274.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5122799.html,3-5年,全职,20k-40k,高级数据分析师,本科
,,,,,,,,,
北京,O2O,车好多旧机动车经纪(北京)有限公司,2000人以上,https://www.lagou.com/jobs/4747422.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,金融",上海海万信息科技股份有限公司,500-2000人,https://www.lagou.com/jobs/5101257.html,1-3年,全职,8k-13k,数据分析师,本科
,,,,,,,,,
北京,数据服务,北京至信普林科技有限公司,50-150人,https://www.lagou.com/jobs/4928500.html,不限,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,金融,普信恒业科技发展（北京）有限公司,2000人以上,https://www.lagou.com/jobs/5082910.html,1-3年,全职,15k-30k,数据分析师,硕士
,,,,,,,,,
北京,移动互联网,北京好呗呗网络科技有限公司,50-150人,https://www.lagou.com/jobs/4094134.html,不限,全职,8k-12k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京三快在线科技有限公司,2000人以上,https://www.lagou.com/jobs/3766793.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
上海,"数据服务,移动互联网",上海二三四五网络科技有限公司,500-2000人,https://www.lagou.com/jobs/4718961.html,1-3年,全职,10k-15k,数据分析师（互金）,本科
,,,,,,,,,
北京,"移动互联网,教育",北京翼鸥教育科技有限公司,50-150人,https://www.lagou.com/jobs/4852405.html,1-3年,全职,15k-25k,数据分析师,本科
,,,,,,,,,
苏州,移动互联网,苏州瑞翼信息技术有限公司,150-500人,https://www.lagou.com/jobs/3927514.html,3-5年,全职,10k-20k,数据分析,本科
,,,,,,,,,
武汉,移动互联网,深圳市活力天汇科技股份有限公司,500-2000人,https://www.lagou.com/jobs/4887856.html,1-3年,全职,6k-9k,数据分析,本科
,,,,,,,,,
苏州,"旅游,电子商务",同程网络科技股份有限公司,2000人以上,https://www.lagou.com/jobs/5116181.html,1-3年,全职,8k-12k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,游戏",奇虎360科技有限公司,2000人以上,https://www.lagou.com/jobs/4850274.html,3-5年,全职,15k-30k,数据分析,本科
,,,,,,,,,
广州,移动互联网,广州华多网络科技有限公司,2000人以上,https://www.lagou.com/jobs/4700870.html,3-5年,全职,15k-30k,数据分析师,本科
,,,,,,,,,
上海,移动互联网,上海暖水信息技术有限公司,50-150人,https://www.lagou.com/jobs/5138803.html,3-5年,全职,12k-20k,数据分析师,本科
,,,,,,,,,
上海,"移动互联网,数据服务",北京字节跳动科技有限公司,2000人以上,https://www.lagou.com/jobs/5119532.html,3-5年,全职,15k-30k,高级数据分析师,硕士
,,,,,,,,,
上海,"移动互联网,金融",上海海万信息科技股份有限公司,500-2000人,https://www.lagou.com/jobs/4675572.html,3-5年,全职,13k-18k,数据分析工程师,本科
,,,,,,,,,
广州,O2O,上海源慧信息科技有限公司,50-150人,https://www.lagou.com/jobs/5084058.html,3-5年,全职,10k-20k,数据分析工程师,大专
,,,,,,,,,
重庆,"移动互联网,电子商务",重庆优启科技有限公司,50-150人,https://www.lagou.com/jobs/5117522.html,1-3年,全职,4k-6k,数据分析师助理,大专
,,,,,,,,,
北京,"金融,移动互联网",北京网信金服信息科技有限公司,500-2000人,https://www.lagou.com/jobs/4940790.html,3-5年,全职,15k-25k,数据分析经理,本科
,,,,,,,,,
深圳,电子商务,深圳市启明星电子商务有限公司,150-500人,https://www.lagou.com/jobs/3886233.html,1-3年,全职,10k-15k,MSSQ010-数据分析师,本科
,,,,,,,,,
北京,移动互联网,北京趣拿软件科技有限公司,2000人以上,https://www.lagou.com/jobs/4927214.html,1-3年,全职,10k-20k,数据分析-机票事业部(J13017),本科
,,,,,,,,,
北京,"移动互联网,医疗健康",北京慢点生活科技有限公司,50-150人,https://www.lagou.com/jobs/4774830.html,不限,全职,15k-30k,数据分析/研究员,本科
,,,,,,,,,
郑州,移动互联网,中移在线服务有限公司,2000人以上,https://www.lagou.com/jobs/4063564.html,1-3年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"广告营销,文化娱乐",北京奇艺世纪科技有限公司,2000人以上,https://www.lagou.com/jobs/1833215.html,3-5年,全职,20k-30k,高级数据分析师,本科
,,,,,,,,,
深圳,"移动互联网,生活服务",深圳市家家顺物联科技有限公司,50-150人,https://www.lagou.com/jobs/2733912.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,金融",北京牧澜文化传播有限公司,15-50人,https://www.lagou.com/jobs/5127521.html,1-3年,全职,15k-30k,数据分析工程师,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京互连众信科技有限公司,150-500人,https://www.lagou.com/jobs/4522344.html,5-10年,全职,30k-40k,数据分析经理,本科
,,,,,,,,,
北京,"电子商务,数据服务",北京京东世纪贸易有限公司,2000人以上,https://www.lagou.com/jobs/4605300.html,3-5年,全职,20k-35k,数据分析师,不限
,,,,,,,,,
北京,移动互联网,北京卡车之家信息技术股份有限公司,150-500人,https://www.lagou.com/jobs/5021861.html,3-5年,全职,10k-20k,数据分析师,本科
,,,,,,,,,
北京,企业服务,北京唐冠福合数字技术有限公司,50-150人,https://www.lagou.com/jobs/4654926.html,1-3年,全职,20k-40k,数据分析师,本科
,,,,,,,,,
北京,"信息安全,数据服务",北京航天数据股份有限公司,150-500人,https://www.lagou.com/jobs/4408220.html,1-3年,全职,20k-30k,大数据分析师,硕士
,,,,,,,,,
北京,移动互联网,乐视网信息技术（北京）股份有限公司,2000人以上,https://www.lagou.com/jobs/4027218.html,3-5年,全职,12k-24k,数据分析师/高级数据分析师,本科
,,,,,,,,,
广州,移动互联网,广州市漫灵软件有限公司,150-500人,https://www.lagou.com/jobs/3795647.html,不限,全职,4k-6k,市场助理/数据分析,本科
,,,,,,,,,
北京,移动互联网,北京嘀嘀无限科技发展有限公司,2000人以上,https://www.lagou.com/jobs/5132321.html,3-5年,全职,20k-30k,数据分析专家(J180525004),本科
,,,,,,,,,
北京,数据服务,精硕科技（北京）股份有限公司,500-2000人,https://www.lagou.com/jobs/4723405.html,1-3年,全职,10k-15k,数据分析师,本科
,,,,,,,,,
北京,金融,北京百乘金科科技有限公司,2000人以上,https://www.lagou.com/jobs/5117697.html,5-10年,全职,30k-45k,资深数据分析师,本科
,,,,,,,,,
上海,金融,上海前隆信息科技有限公司,500-2000人,https://www.lagou.com/jobs/4536005.html,3-5年,全职,20k-30k,数据分析主管,本科
,,,,,,,,,
北京,"移动互联网,O2O",北京互连众信科技有限公司,150-500人,https://www.lagou.com/jobs/3615419.html,3-5年,全职,10k-20k,数据分析（贷后）,本科
,,,,,,,,,
上海,"移动互联网,金融",上海数禾信息科技有限公司,150-500人,https://www.lagou.com/jobs/4367503.html,1-3年,全职,10k-15k,数据分析师,本科
,,,,,,,,,
北京,"移动互联网,电子商务",北京值得买科技股份有限公司,500-2000人,https://www.lagou.com/jobs/3698202.html,3-5年,全职,15k-25k,数据分析师（用户方向）,本科
,,,,,,,,,
杭州,"移动互联网,金融",浙江霖梓控股有限公司,150-500人,https://www.lagou.com/jobs/4894988.html,5-10年,全职,15k-30k,资深数据分析师,本科
,,,,,,,,,
海口,"移动互联网,金融",深圳市中电合信科技股份有限公司,50-150人,https://www.lagou.com/jobs/4803952.html,1-3年,全职,8k-10k,数据分析,大专
,,,,,,,,,
北京,"O2O,生活服务",北京五八到家信息技术有限公司,50-150人,https://www.lagou.com/jobs/5083590.html,3-5年,全职,15k-20k,数据分析师-运营,本科
,,,,,,,,,
南京,"企业服务,旅游",华为全资子公司慧通公司,500-2000人,https://www.lagou.com/jobs/3803928.html,3-5年,全职,15k-25k,数据分析师,本科
